title,filename,category,folder,authorship,content_type,description,size_mb,confidence,source_path,dest_path,status
Next Level Amazon: Make a Full-Time Income with only Part-time Hours via Amazon FBA,Next-Level-Amazon TextBook (2019_07_29 16_12_18 UTC).pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A comprehensive guide by Stephen Smotherman on building a successful Amazon FBA business, covering topics from basic skills to transitioning to full-time entrepreneurship.",5.78,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Full-Time FBA/Next-Level-Amazon TextBook (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Next-Level-Amazon TextBook (2019_07_29 16_12_18 UTC).pdf,COPIED
Online Book Arbitrage: Step-by-step guide to sourcing books in your pajamas,OBA-ebook-2017-1 (2019_07_29 16_12_18 UTC).pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A guide by Peter Valley about how to source books on Amazon at low prices and resell them via Fulfillment by Amazon (FBA) for profit, including the author's personal journey and specific strategies.",1.57,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/ZEN Training/OBA-ebook-2017-1 (2019_07_29 16_12_18 UTC).pdf,,DUPLICATE_SKIPPED
Project Reinvent,Reinvent Book - Chris Farrell - 10-1-21.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book by Chris Farrell about personal transformation and reinvention, divided into two parts covering what you need to do to reinvent your life (Part One) and how to achieve it (Part Two).",2.87,HIGH,/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/Reinvent Book - Chris Farrell - 10-1-21.pdf,,DUPLICATE_SKIPPED
Puck's Tales Through Time,Puck’s Tales Through Time.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"Unable to determine content from the blank front matter pages shown, but the title suggests a collection of stories or tales involving a character named Puck, possibly with a time-travel or historical",6.83,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Desktop Clean Up /Loose Files : Potential Duplicates/Puck’s Tales Through Time.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Puck’s Tales Through Time.pdf,COPIED
Quick Stress Relief: 9 Powerful Tips & 3 Actionable Steps to Overcome Anxiety Fast,Quick-Stress-Relief.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help guide by ""Digital Grandpa"" offering science-backed stress relief techniques including breathing exercises, mindfulness practices, physical movements, and natural remedies for managing anxi",2.63,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Quick-Stress-Relief.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Quick-Stress-Relief.pdf,COPIED
Quick Stress Relief: 9 Powerful Tips & 3 Actionable Steps to Overcome Anxiety Fast,Quick-Stress-Relief $27.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help guide by ""Digital Grandpa"" offering nine stress management techniques and three actionable steps for immediate anxiety relief, with practical exercises and natural remedies.",2.27,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Desktop Clean Up /TIPSQuickWaystoManageStress/Quick-Stress-Relief $27.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Quick-Stress-Relief $27.pdf,COPIED
Quick Stress Relief: 9 Powerful Tips & 3 Actionable Steps to Overcome Anxiety Fast,Quick-Stress-Relief.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help guide offering science-backed stress relief techniques including breathing exercises, mindfulness practices, physical movements, and natural remedies for managing anxiety.",2.63,HIGH,/Users/robertburr/Downloads/Quick-Stress-Relief.pdf,,DUPLICATE_SKIPPED
Quick Stress Relief: 9 Powerful Tips & 3 Actionable Steps to Overcome Anxiety Fast,Quick-Stress-Relief $27.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help guide by ""Digital Grandpa"" that provides science-backed stress relief techniques including breathing exercises, mindfulness practices, physical movement, and natural remedies for managing ",2.27,HIGH,/Users/robertburr/Downloads/Desktop Clean Up /TIPSQuickWaystoManageStress/Quick-Stress-Relief $27.pdf,,DUPLICATE_SKIPPED
Reinvent Book (Project Reinvent Yourself),Reinvent Book - Chris Farrell - 10-1-21.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book by Chris Farrell about reinventing your life, focusing on developing courage to overcome challenges and create personal transformation, divided into two parts covering what to do and ",2.87,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/Reinvent Book - Chris Farrell - 10-1-21.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Reinvent Book - Chris Farrell - 10-1-21.pdf,COPIED
Rekindling Kindness,Rekindling-Kindness.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book about the nature and importance of kindness, exploring how acts of kindness impact both the giver and receiver, with practical insights on incorporating more kindness into daily life.",8.29,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Rekindling-Kindness.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Rekindling-Kindness.pdf,COPIED
Rekindling Kindness,Rekindling-Kindness.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book about the nature and importance of kindness, exploring how acts of kindness impact both the giver and receiver, with practical tips for incorporating more kindness into daily life.",8.29,HIGH,/Users/robertburr/Downloads/Rekindling-Kindness.pdf,,DUPLICATE_SKIPPED
Rising Strong: A Journey from Darkness to Light,62775808813__4D468DD2-A49C-46DE-A865-F815AE7FC6E2.pdf,02 Personal Development,02_Personal_Development,BOB_BURR,book,"A personal testimony and recovery book chronicling Bob Burr's journey from addiction and despair to sobriety and redemption through faith, featuring his story of transformation and the principles that",2.88,HIGH,/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/62775808813__4D468DD2-A49C-46DE-A865-F815AE7FC6E2.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/62775808813__4D468DD2-A49C-46DE-A865-F815AE7FC6E2.pdf,COPIED
Stay Strong After 60: Reclaim Strength and Vitality,Understanding Body Changes After 60.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A practical fitness and health guide for adults over 60, covering age-related body changes, exercise adaptations, and science-backed strategies for maintaining strength, balance, and vitality.",3.39,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Understanding Body Changes After 60.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Understanding Body Changes After 60.pdf,COPIED
Stay Strong After 60: Reclaim Strength and Vitality,Understanding Body Changes After 60.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A fitness and health guide for people over 60, focusing on understanding age-related body changes and providing science-backed strategies for maintaining strength, cardiovascular health, and overall v",3.39,HIGH,/Users/robertburr/Downloads/Understanding Body Changes After 60.pdf,,DUPLICATE_SKIPPED
Stop Calling It Lazy: A No-BS Guide to Understanding Why You're Tired and What Actually Works,STOP-CALLING-IT-LAZY (1).pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book about understanding and addressing chronic low energy and fatigue, written by someone who goes by ""Digital Grandpa"" and published by Beacon Momentum Community Press.",46.87,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/STOP-CALLING-IT-LAZY (1).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/STOP-CALLING-IT-LAZY (1).pdf,COPIED
Stop Calling It Lazy: A No-BS Guide to Understanding Why You're Tired and What Actually Works,STOP-CALLING-IT-LAZY.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book about understanding the root causes of chronic fatigue and low energy, written by ""Digital Grandpa"" who shares practical solutions for addressing exhaustion without relying on motivat",46.87,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/STOP-CALLING-IT-LAZY.pdf,,DUPLICATE_SKIPPED
Stop Calling It Lazy: A No-BS Guide to Understanding Why You're Tired and What Actually Works,STOP-CALLING-IT-LAZY (1).pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book about understanding and addressing chronic fatigue and low energy, written by someone using the pseudonym ""Digital Grandpa"" who works with veterans and people in recovery.",46.87,HIGH,/Users/robertburr/Downloads/STOP-CALLING-IT-LAZY (1).pdf,,DUPLICATE_SKIPPED
Stop Calling It Lazy: A No-BS Guide to Understanding Why You're Tired and What Actually Works,STOP-CALLING-IT-LAZY.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book about understanding and addressing chronic fatigue and low energy, written from the perspective of someone called ""Digital Grandpa"" who shares experiences working with veterans and pe",46.87,HIGH,/Users/robertburr/Downloads/STOP-CALLING-IT-LAZY.pdf,,DUPLICATE_SKIPPED
THRIVE,ThriveEnhanced.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help wellness guide organized into four modules covering physical health, mental/emotional well-being, social connections, and occupational wellness, with practical exercises for each area.",2.2,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Thrive/01-Sellable Assets/02-eBookBundle/02-Enhanced/ThriveEnhanced.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/ThriveEnhanced.pdf,COPIED
THRIVE,ThriveEnhanced.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A comprehensive wellness guide covering physical health, mental and emotional well-being, social connections, and occupational satisfaction through four structured modules with practical exercises.",2.2,HIGH,/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Thrive/01-Sellable Assets/02-eBookBundle/02-Enhanced/ThriveEnhanced.pdf,,DUPLICATE_SKIPPED
Take Responsibility for Everything in Your Life: The Responsible Entrepreneur,GHTM - TREP - Williamson - 10-21-20 .pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A book about entrepreneurship that emphasizes taking personal responsibility, with a focus on recovery and redemption themes, discussing how entrepreneurs can build successful businesses while maintai",22.52,HIGH,/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/GHTM - TREP - Williamson - 10-21-20 .pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/GHTM - TREP - Williamson - 10-21-20 .pdf,COPIED
The 7-Day Mobility Kickstart Guide,The-7-Day-Mobility-Kickstart-Guide.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A structured 7-day program guide teaching gentle mobility exercises to improve range of motion and reduce stiffness, with each day focusing on different body areas and requiring only 10 minutes of pra",2.47,HIGH,/Users/robertburr/Downloads/The-7-Day-Mobility-Kickstart-Guide.pdf,,DUPLICATE_SKIPPED
"The 7-Day Mobility Kickstart Guide: Your Path to Moving Better, Feeling Younger, and Living More Freely",The-7-Day-Mobility-Kickstart-Guide.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A 7-day instructional guide focused on mobility exercises and movements designed to help readers reduce stiffness, improve range of motion, and maintain physical independence through daily 10-minute r",2.47,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/The-7-Day-Mobility-Kickstart-Guide.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/The-7-Day-Mobility-Kickstart-Guide.pdf,COPIED
The Almanack of Naval Ravikant,Almanack-of-Naval-Ravikant_Final.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A collection of wisdom and experience from entrepreneur Naval Ravikant, compiled by Eric Jorgenson, covering principles for building wealth and creating long-term happiness through curated interviews ",1.31,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/Almanack-of-Naval-Ravikant_Final.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Almanack-of-Naval-Ravikant_Final.pdf,COPIED
The Almanack of Naval Ravikant,Almanack-of-Naval-Ravikant_Final.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A collection of wisdom and principles from entrepreneur Naval Ravikant on building wealth and happiness, compiled and edited by Eric Jorgenson from Naval's interviews, tweets, and talks.",1.31,HIGH,/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/Almanack-of-Naval-Ravikant_Final.pdf,,DUPLICATE_SKIPPED
The Choose Yourself Guide to Wealth,Choose Yourself (2019_07_29 16_12_18 UTC).pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A book by James Altucher about financial independence, entrepreneurship, and personal empowerment, focusing on how to create wealth by choosing yourself rather than relying on traditional employment.",3.25,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Bob's  Folder/Choose Yourself (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Choose Yourself (2019_07_29 16_12_18 UTC).pdf,COPIED
The Digital Detox Protocol,The-Digital-Detox-Protocol.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A systematic guide for breaking digital addiction and reclaiming focus, presenting a four-phase approach to detoxing from technology overuse and establishing healthier digital habits.",7.61,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/The-Digital-Detox-Protocol.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/The-Digital-Detox-Protocol.pdf,COPIED
The Digital Detox Protocol,The-Digital-Detox-Protocol.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,A practical guide that provides a four-phase system for reducing digital distractions and improving focus through environmental design and habit changes. The book offers specific strategies for smartp,7.09,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Claude ReWritten Files/The-Digital-Detox-Protocol.pdf,,DUPLICATE_SKIPPED
